payment_id,customer_id,payment_date,amount,payment_method,payment_status,failed_payment_reason,subscription_id
PAY00069737,CUST005051,2020-07-02,15.49,Debit Card,Success,,SUB0005031
PAY00069738,CUST005051,2020-08-01,15.49,Net Banking,Success,,SUB0005031
PAY00069739,CUST005051,2020-08-31,15.49,Credit Card,Success,,SUB0005031
PAY00069740,CUST005051,2020-09-30,15.49,Debit Card,Success,,SUB0005031
PAY00069741,CUST005051,2020-10-30,15.49,Credit Card,Success,,SUB0005031
PAY00069742,CUST005051,2020-11-29,15.49,UPI,Success,,SUB0005031
PAY00069743,CUST005051,2020-12-29,15.49,Credit Card,Failed,Card reported lost/stolen,SUB0005031
PAY00069744,CUST005051,2021-01-28,15.49,Gift Card,Success,,SUB0005031
PAY00069745,CUST005051,2021-02-27,15.49,Credit Card,Success,,SUB0005031
PAY00069746,CUST005051,2021-03-29,15.49,Mobile Wallet,Success,,SUB0005031
PAY00069747,CUST005051,2021-04-28,15.49,UPI,Success,,SUB0005032
PAY00069748,CUST005051,2021-05-28,15.49,Credit Card,Success,,SUB0005032
PAY00069749,CUST005051,2021-06-27,15.49,PayPal,Success,,SUB0005032
PAY00069750,CUST005051,2021-07-27,15.49,Credit Card,Success,,SUB0005032
PAY00069751,CUST005051,2021-08-26,15.49,Debit Card,Success,,SUB0005032
PAY00069752,CUST005052,2023-01-31,15.49,Credit Card,Success,,SUB0005032
PAY00069753,CUST005052,2023-03-02,15.49,PayPal,Success,,SUB0005032
PAY00069754,CUST005052,2023-04-01,15.49,Credit Card,Success,,SUB0005032
PAY00069755,CUST005052,2023-05-01,15.49,Debit Card,Success,,SUB0005032
PAY00069756,CUST005052,2023-05-31,15.49,Credit Card,Success,,SUB0005032
PAY00069757,CUST005052,2023-06-30,15.49,Net Banking,Success,,SUB0005032
PAY00069758,CUST005052,2023-07-30,15.49,UPI,Success,,SUB0005032
PAY00069759,CUST005052,2023-08-29,15.49,PayPal,Success,,SUB0005032
PAY00069760,CUST005052,2023-09-28,15.49,Credit Card,Success,,SUB0005032
PAY00069761,CUST005052,2023-10-28,15.49,PayPal,Success,,SUB0005032
PAY00069762,CUST005052,2023-11-27,15.49,Net Banking,Success,,SUB0005033
PAY00069763,CUST005052,2023-12-27,15.49,Mobile Wallet,Success,,
PAY00069764,CUST005052,2024-01-26,15.49,UPI,Success,,SUB0005033
PAY00069765,CUST005052,2024-02-25,15.49,Debit Card,Success,,
PAY00069766,CUST005052,2024-03-26,15.49,Debit Card,Success,,SUB0005033
PAY00069767,CUST005053,2020-09-14,6.99,Credit Card,Success,,
PAY00069768,CUST005053,2020-10-14,6.99,UPI,Success,,SUB0005033
PAY00069769,CUST005053,2020-11-13,6.99,Credit Card,Success,,
PAY00069770,CUST005053,2020-12-13,6.99,Mobile Wallet,Success,,SUB0005033
PAY00069771,CUST005053,2021-01-12,6.99,Gift Card,Success,,
PAY00069772,CUST005053,2021-02-11,6.99,UPI,Success,,SUB0005033
PAY00069773,CUST005053,2021-03-13,6.99,Net Banking,Failed,Card expired,
PAY00069774,CUST005053,2021-04-12,6.99,UPI,Success,,SUB0005033
PAY00069775,CUST005053,2021-05-12,6.99,Credit Card,Success,,
PAY00069776,CUST005053,2021-06-11,6.99,Gift Card,Success,,SUB0005033
PAY00069777,CUST005053,2021-07-11,6.99,UPI,Success,,
PAY00069778,CUST005053,2021-08-10,6.99,UPI,Success,,SUB0005033
PAY00069779,CUST005053,2021-09-09,6.99,UPI,Success,,
PAY00069780,CUST005053,2021-10-09,6.99,UPI,Success,,SUB0005033
PAY00069781,CUST005053,2021-11-08,6.99,Debit Card,Success,,
PAY00069782,CUST005054,2025-09-07,6.99,UPI,Success,,SUB0005033
PAY00069783,CUST005054,2025-10-07,6.99,Credit Card,Success,,
PAY00069784,CUST005054,2025-11-06,6.99,UPI,Success,,SUB0005033
PAY00069785,CUST005054,2025-12-06,6.99,UPI,Success,,
PAY00069786,CUST005054,2026-01-05,6.99,PayPal,Success,,SUB0005033
PAY00069787,CUST005054,2026-02-04,6.99,PayPal,Success,,
PAY00069788,CUST005054,2026-03-06,6.99,Credit Card,Success,,SUB0005033
PAY00069789,CUST005054,2026-04-05,6.99,UPI,Success,,
PAY00069790,CUST005054,2026-05-05,6.99,Credit Card,Success,,SUB0005033
PAY00069791,CUST005055,2024-04-09,22.99,UPI,Success,,
PAY00069792,CUST005055,2024-05-09,22.99,Credit Card,Success,,SUB0005035
PAY00069793,CUST005055,2024-06-08,22.99,Gift Card,Success,,SUB0005035
PAY00069794,CUST005055,2024-07-08,22.99,UPI,Success,,SUB0005035
PAY00069795,CUST005055,2024-08-07,22.99,Credit Card,Success,,SUB0005035
PAY00069796,CUST005055,2024-09-06,22.99,Gift Card,Success,,SUB0005035
PAY00069797,CUST005055,2024-10-06,22.99,Gift Card,Success,,SUB0005035
PAY00069798,CUST005055,2024-11-05,22.99,Credit Card,Success,,SUB0005035
PAY00069799,CUST005055,2024-12-05,22.99,Net Banking,Success,,SUB0005035
PAY00069800,CUST005055,2025-01-04,22.99,Credit Card,Success,,SUB0005035
PAY00069801,CUST005055,2025-02-03,22.99,Net Banking,Success,,SUB0005035
PAY00069802,CUST005055,2025-03-05,22.99,UPI,Success,,SUB0005035
PAY00069803,CUST005055,2025-04-04,22.99,Credit Card,Success,,SUB0005035
PAY00069804,CUST005055,2025-05-04,22.99,PayPal,Success,,SUB0005035
PAY00069805,CUST005055,2025-06-03,22.99,Credit Card,Success,,SUB0005035
PAY00069806,CUST005056,2022-08-01,6.99,Credit Card,Success,,SUB0005035
PAY00069807,CUST005056,2022-08-31,6.99,Mobile Wallet,Success,,SUB0005036
PAY00069808,CUST005056,2022-09-30,6.99,Debit Card,Success,,SUB0005036
PAY00069809,CUST005056,2022-10-30,6.99,UPI,Success,,SUB0005036
PAY00069810,CUST005056,2022-11-29,6.99,Debit Card,Success,,SUB0005036
PAY00069811,CUST005056,2022-12-29,6.99,Credit Card,Success,,SUB0005036
PAY00069812,CUST005056,2023-01-28,6.99,Gift Card,Success,,SUB0005036
PAY00069813,CUST005056,2023-02-27,6.99,UPI,Success,,SUB0005036
PAY00069814,CUST005056,2023-03-29,6.99,Net Banking,Success,,SUB0005036
PAY00069815,CUST005056,2023-04-28,6.99,UPI,Success,,SUB0005036
PAY00069816,CUST005056,2023-05-28,6.99,Credit Card,Success,,SUB0005036
PAY00069817,CUST005056,2023-06-27,6.99,Credit Card,Success,,SUB0005036
PAY00069818,CUST005056,2023-07-27,6.99,Net Banking,Success,,SUB0005036
PAY00069819,CUST005056,2023-08-26,6.99,UPI,Success,,SUB0005036
PAY00069820,CUST005056,2023-09-25,6.99,Gift Card,Success,,SUB0005036
PAY00069821,CUST005057,2025-05-14,22.99,UPI,Success,,SUB0005036
PAY00069822,CUST005057,2025-06-13,22.99,Credit Card,Success,,SUB0005037
PAY00069823,CUST005057,2025-07-13,22.99,PayPal,Success,,SUB0005037
PAY00069824,CUST005057,2025-08-12,22.99,Credit Card,Success,,SUB0005037
PAY00069825,CUST005057,2025-09-11,22.99,UPI,Success,,SUB0005037
PAY00069826,CUST005057,2025-10-11,22.99,UPI,Success,,SUB0005037
PAY00069827,CUST005057,2025-11-10,22.99,Credit Card,Success,,SUB0005037
PAY00069828,CUST005057,2025-12-10,22.99,Net Banking,Success,,SUB0005037
PAY00069829,CUST005057,2026-01-09,22.99,PayPal,Success,,SUB0005037
PAY00069830,CUST005057,2026-02-08,22.99,PayPal,Success,,SUB0005037
PAY00069831,CUST005057,2026-03-10,22.99,UPI,Failed,Card reported lost/stolen,SUB0005037
PAY00069832,CUST005057,2026-04-09,22.99,Credit Card,Failed,International transaction blocked,SUB0005037
PAY00069833,CUST005057,2026-05-09,22.99,PayPal,Success,,SUB0005037
PAY00069834,CUST005058,2019-12-25,15.49,UPI,Success,,SUB0005037
PAY00069835,CUST005058,2020-01-24,15.49,Credit Card,Success,,SUB0005037
PAY00069836,CUST005058,2020-02-23,15.49,Net Banking,Success,,SUB0005037
PAY00069837,CUST005058,2020-03-24,15.49,Credit Card,Success,,SUB0005038
PAY00069838,CUST005058,2020-04-23,15.49,Gift Card,Success,,SUB0005038
PAY00069839,CUST005058,2020-05-23,15.49,Gift Card,Success,,SUB0005038
PAY00069840,CUST005058,2020-06-22,15.49,PayPal,Success,,SUB0005038
PAY00069841,CUST005058,2020-07-22,15.49,Mobile Wallet,Failed,Incorrect card details,SUB0005038
PAY00069842,CUST005058,2020-08-21,15.49,Credit Card,Success,,SUB0005038
PAY00069843,CUST005058,2020-09-20,15.49,Debit Card,Success,,SUB0005038
PAY00069844,CUST005058,2020-10-20,15.49,Debit Card,Success,,SUB0005038
PAY00069845,CUST005058,2020-11-19,15.49,UPI,Success,,SUB0005038
PAY00069846,CUST005058,2020-12-19,15.49,UPI,Success,,SUB0005038
PAY00069847,CUST005058,2021-01-18,15.49,UPI,Success,,SUB0005038
PAY00069848,CUST005058,2021-02-17,15.49,Credit Card,Failed,Bank declined,SUB0005038
PAY00069849,CUST005059,2024-04-28,6.99,Debit Card,Success,,SUB0005038
PAY00069850,CUST005059,2024-05-28,6.99,PayPal,Success,,SUB0005038
PAY00069851,CUST005059,2024-06-27,6.99,UPI,Success,,SUB0005038
PAY00069852,CUST005059,2024-07-27,6.99,Credit Card,Success,,SUB0005039
PAY00069853,CUST005059,2024-08-26,6.99,Credit Card,Success,,SUB0005039
PAY00069854,CUST005059,2024-09-25,6.99,Credit Card,Success,,SUB0005039
PAY00069855,CUST005059,2024-10-25,6.99,Debit Card,Success,,SUB0005039
PAY00069856,CUST005059,2024-11-24,6.99,Net Banking,Success,,SUB0005039
PAY00069857,CUST005059,2024-12-24,6.99,Debit Card,Success,,SUB0005039
PAY00069858,CUST005059,2025-01-23,6.99,Mobile Wallet,Success,,SUB0005039
PAY00069859,CUST005059,2025-02-22,6.99,Debit Card,Success,,SUB0005039
PAY00069860,CUST005059,2025-03-24,6.99,Credit Card,Success,,SUB0005039
PAY00069861,CUST005059,2025-04-23,6.99,Debit Card,Success,,SUB0005039
PAY00069862,CUST005059,2025-05-23,6.99,PayPal,Success,,SUB0005039
PAY00069863,CUST005059,2025-06-22,6.99,Net Banking,Success,,SUB0005039
PAY00069864,CUST005060,2025-04-06,22.99,UPI,Success,,SUB0005039
PAY00069865,CUST005060,2025-05-06,22.99,UPI,Success,,SUB0005039
PAY00069866,CUST005060,2025-06-05,22.99,Net Banking,Success,,SUB0005039
PAY00069867,CUST005060,2025-07-05,22.99,Net Banking,Success,,SUB0005040
PAY00069868,CUST005060,2025-08-04,22.99,PayPal,Success,,
PAY00069869,CUST005060,2025-09-03,22.99,PayPal,Success,,SUB0005040
PAY00069870,CUST005060,2025-10-03,22.99,Debit Card,Success,,
PAY00069871,CUST005060,2025-11-02,22.99,PayPal,Success,,SUB0005040
PAY00069872,CUST005060,2025-12-02,22.99,PayPal,Success,,
PAY00069873,CUST005060,2026-01-01,22.99,Debit Card,Success,,SUB0005040
PAY00069874,CUST005060,2026-01-31,22.99,Debit Card,Success,,
PAY00069875,CUST005060,2026-03-02,22.99,Debit Card,Success,,SUB0005040
PAY00069876,CUST005060,2026-04-01,22.99,Mobile Wallet,Success,,
PAY00069877,CUST005060,2026-05-01,22.99,UPI,Success,,SUB0005040
PAY00069878,CUST005060,2026-05-31,22.99,Debit Card,Success,,
PAY00069879,CUST005061,2020-10-07,22.99,Debit Card,Failed,Insufficient funds,SUB0005040
PAY00069880,CUST005061,2020-11-06,15.49,Credit Card,Success,,
PAY00069881,CUST005061,2020-12-06,15.49,Credit Card,Success,,SUB0005040
PAY00069882,CUST005061,2021-01-05,15.49,UPI,Failed,Insufficient funds,
PAY00069883,CUST005061,2021-02-04,15.49,Debit Card,Success,,SUB0005040
PAY00069884,CUST005061,2021-03-06,7.75,Net Banking,Success,,
PAY00069885,CUST005061,2021-04-05,15.49,Credit Card,Success,,
PAY00069886,CUST005061,2021-05-05,15.49,Net Banking,Success,,SUB0005041
PAY00069887,CUST005061,2021-06-04,15.49,PayPal,Success,,
PAY00069888,CUST005061,2021-07-04,15.49,Net Banking,Success,,SUB0005041
PAY00069889,CUST005061,2021-08-03,15.49,Debit Card,Failed,Insufficient funds,
PAY00069890,CUST005061,2021-09-02,15.49,Credit Card,Success,,SUB0005041
PAY00069891,CUST005061,2021-10-02,15.49,PayPal,Success,,
PAY00069892,CUST005061,2021-11-01,15.49,Debit Card,Success,,SUB0005041
PAY00069893,CUST005061,2021-12-01,15.49,Debit Card,Success,,
PAY00069894,CUST005062,2026-05-16,6.99,PayPal,Success,,SUB0005041
PAY00069895,CUST005063,2024-03-04,6.99,PayPal,Success,,
PAY00069896,CUST005063,2024-04-03,6.99,Credit Card,Success,,SUB0005041
PAY00069897,CUST005063,2024-05-03,6.99,Net Banking,Success,,SUB0005042
PAY00069898,CUST005063,2024-06-02,6.99,Credit Card,Success,,
PAY00069899,CUST005063,2024-07-02,6.99,Mobile Wallet,Success,,SUB0005042
PAY00069900,CUST005063,2024-08-01,6.99,Net Banking,Success,,
PAY00069901,CUST005063,2024-08-31,6.99,Mobile Wallet,Success,,SUB0005042
PAY00069902,CUST005063,2024-09-30,6.99,Net Banking,Success,,
PAY00069903,CUST005063,2024-10-30,6.99,Mobile Wallet,Success,,SUB0005042
PAY00069904,CUST005063,2024-11-29,6.99,Debit Card,Success,,
PAY00069905,CUST005063,2024-12-29,6.99,UPI,Success,,SUB0005042
PAY00069906,CUST005063,2025-01-28,6.99,Credit Card,Success,,
PAY00069907,CUST005063,2025-02-27,6.99,UPI,Success,,SUB0005042
PAY00069908,CUST005063,2025-03-29,6.99,Net Banking,Failed,Card reported lost/stolen,
PAY00069909,CUST005063,2025-04-28,6.99,Credit Card,Success,,SUB0005042
PAY00069910,CUST005064,2023-06-26,6.99,Credit Card,Success,,
PAY00069911,CUST005064,2023-07-26,6.99,PayPal,Success,,SUB0005042
PAY00069912,CUST005064,2023-08-25,6.99,Gift Card,Success,,
PAY00069913,CUST005064,2023-09-24,6.99,Net Banking,Failed,International transaction blocked,SUB0005042
PAY00069914,CUST005064,2023-10-24,6.99,PayPal,Success,,
PAY00069915,CUST005064,2023-11-23,6.99,Net Banking,Failed,Bank declined,SUB0005042
PAY00069916,CUST005064,2023-12-23,6.99,UPI,Success,,
PAY00069917,CUST005064,2024-01-22,6.99,Credit Card,Success,,SUB0005042
PAY00069918,CUST005064,2024-02-21,6.99,Credit Card,Success,,
PAY00069919,CUST005064,2024-03-22,6.99,Net Banking,Success,,SUB0005042
PAY00069920,CUST005064,2024-04-21,6.99,UPI,Success,,
PAY00069921,CUST005064,2024-05-21,6.99,UPI,Success,,SUB0005042
PAY00069922,CUST005064,2024-06-20,6.99,Net Banking,Success,,
PAY00069923,CUST005064,2024-07-20,6.99,Mobile Wallet,Success,,SUB0005042
PAY00069924,CUST005064,2024-08-19,6.99,Net Banking,Success,,
PAY00069925,CUST005065,2019-09-29,15.49,PayPal,Success,,SUB0005042
PAY00069926,CUST005065,2019-10-29,15.49,UPI,Success,,
PAY00069927,CUST005065,2019-11-28,15.49,PayPal,Success,,SUB0005044
PAY00069928,CUST005065,2019-12-28,15.49,Debit Card,Failed,Card reported lost/stolen,SUB0005044
PAY00069929,CUST005065,2020-01-27,15.49,Mobile Wallet,Success,,SUB0005044
PAY00069930,CUST005065,2020-02-26,15.49,PayPal,Success,,SUB0005044
PAY00069931,CUST005065,2020-03-27,15.49,Credit Card,Success,,SUB0005044
PAY00069932,CUST005065,2020-04-26,15.49,Net Banking,Success,,SUB0005044
PAY00069933,CUST005065,2020-05-26,15.49,UPI,Success,,SUB0005044
PAY00069934,CUST005065,2020-06-25,15.49,Credit Card,Success,,SUB0005044
PAY00069935,CUST005065,2020-07-25,15.49,UPI,Success,,SUB0005044
PAY00069936,CUST005065,2020-08-24,15.49,Gift Card,Success,,SUB0005044
PAY00069937,CUST005065,2020-09-23,15.49,Credit Card,Success,,SUB0005044
PAY00069938,CUST005065,2020-10-23,15.49,Credit Card,Success,,SUB0005044
PAY00069939,CUST005065,2020-11-22,15.49,Credit Card,Success,,SUB0005044
PAY00069940,CUST005066,2023-02-26,15.49,Net Banking,Success,,SUB0005044
PAY00069941,CUST005066,2023-03-28,15.49,Net Banking,Success,,SUB0005044
PAY00069942,CUST005066,2023-04-27,15.49,Debit Card,Success,,SUB0005045
PAY00069943,CUST005066,2023-05-27,15.49,UPI,Success,,SUB0005045
PAY00069944,CUST005066,2023-06-26,15.49,PayPal,Success,,SUB0005045
PAY00069945,CUST005066,2023-07-26,15.49,Debit Card,Success,,SUB0005045
PAY00069946,CUST005066,2023-08-25,15.49,PayPal,Success,,SUB0005045
PAY00069947,CUST005066,2023-09-24,15.49,PayPal,Success,,SUB0005045
PAY00069948,CUST005066,2023-10-24,15.49,Net Banking,Success,,SUB0005045
PAY00069949,CUST005066,2023-11-23,15.49,Credit Card,Success,,SUB0005045
PAY00069950,CUST005066,2023-12-23,15.49,Mobile Wallet,Success,,SUB0005045
PAY00069951,CUST005066,2024-01-22,15.49,Credit Card,Success,,SUB0005046
PAY00069952,CUST005066,2024-02-21,15.49,PayPal,Success,,SUB0005046
PAY00069953,CUST005066,2024-03-22,15.49,UPI,Success,,SUB0005046
PAY00069954,CUST005066,2024-04-21,15.49,Debit Card,Success,,SUB0005046
PAY00069955,CUST005067,2026-01-01,6.99,PayPal,Success,,SUB0005046
PAY00069956,CUST005067,2026-01-31,6.99,Gift Card,Success,,SUB0005046
PAY00069957,CUST005067,2026-03-02,6.99,Credit Card,Success,,SUB0005046
PAY00069958,CUST005067,2026-04-01,6.99,Net Banking,Success,,SUB0005046
PAY00069959,CUST005067,2026-05-01,6.99,Debit Card,Success,,SUB0005046
PAY00069960,CUST005067,2026-05-31,6.99,Mobile Wallet,Success,,SUB0005046
PAY00069961,CUST005068,2025-09-17,15.49,PayPal,Success,,SUB0005046
PAY00069962,CUST005068,2025-10-17,15.49,Debit Card,Success,,SUB0005046
PAY00069963,CUST005068,2025-11-16,15.49,Debit Card,Success,,SUB0005046
PAY00069964,CUST005068,2025-12-16,15.49,Debit Card,Success,,SUB0005046
PAY00069965,CUST005068,2026-01-15,15.49,UPI,Success,,SUB0005046
PAY00069966,CUST005068,2026-02-14,15.49,Mobile Wallet,Success,,SUB0005047
PAY00069967,CUST005068,2026-03-16,15.49,Credit Card,Success,,SUB0005047
PAY00069968,CUST005068,2026-04-15,15.49,PayPal,Success,,SUB0005047
PAY00069969,CUST005068,2026-05-15,15.49,Debit Card,Success,,SUB0005047
PAY00069970,CUST005069,2022-05-26,15.49,Credit Card,Success,,SUB0005047
PAY00069971,CUST005069,2022-06-25,15.49,UPI,Success,,SUB0005047
PAY00069972,CUST005069,2022-07-25,15.49,Credit Card,Success,,SUB0005047
PAY00069973,CUST005069,2022-08-24,15.49,UPI,Success,,SUB0005047
PAY00069974,CUST005069,2022-09-23,15.49,UPI,Success,,SUB0005047
PAY00069975,CUST005069,2022-10-23,15.49,PayPal,Success,,SUB0005047
PAY00069976,CUST005069,2022-11-22,15.49,Debit Card,Success,,SUB0005047
PAY00069977,CUST005069,2022-12-22,15.49,Debit Card,Success,,SUB0005047
PAY00069978,CUST005069,2023-01-21,15.49,Net Banking,Success,,SUB0005047
PAY00069979,CUST005069,2023-02-20,15.49,Net Banking,Success,,SUB0005047
PAY00069980,CUST005069,2023-03-22,15.49,Debit Card,Success,,SUB0005047
PAY00069981,CUST005069,2023-04-21,15.49,Credit Card,Success,,SUB0005048
PAY00069982,CUST005069,2023-05-21,15.49,Gift Card,Success,,SUB0005048
PAY00069983,CUST005069,2023-06-20,15.49,Credit Card,Success,,SUB0005048
PAY00069984,CUST005069,2023-07-20,15.49,Credit Card,Success,,SUB0005048
PAY00069985,CUST005070,2019-07-19,6.99,Debit Card,Success,,SUB0005048
PAY00069986,CUST005070,2019-08-18,6.99,UPI,Success,,SUB0005048
PAY00069987,CUST005070,2019-09-17,6.99,Credit Card,Failed,Card reported lost/stolen,SUB0005048
PAY00069988,CUST005070,2019-10-17,6.99,Debit Card,Success,,SUB0005048
PAY00069989,CUST005070,2019-11-16,6.99,PayPal,Success,,SUB0005049
PAY00069990,CUST005070,2019-12-16,6.99,Net Banking,Success,,SUB0005049
PAY00069991,CUST005070,2020-01-15,6.99,Credit Card,Success,,SUB0005049
PAY00069992,CUST005070,2020-02-14,6.99,Net Banking,Success,,SUB0005049
PAY00069993,CUST005070,2020-03-15,6.99,Credit Card,Success,,SUB0005049
PAY00069994,CUST005070,2020-04-14,6.99,Debit Card,Success,,SUB0005049
PAY00069995,CUST005070,2020-05-14,6.99,Net Banking,Success,,SUB0005049
PAY00069996,CUST005070,2020-06-13,6.99,Credit Card,Success,,SUB0005049
PAY00069997,CUST005070,2020-07-13,6.99,Debit Card,Success,,SUB0005049
PAY00069998,CUST005070,2020-08-12,6.99,Debit Card,Success,,SUB0005049
PAY00069999,CUST005070,2020-09-11,6.99,Credit Card,Success,,SUB0005049
PAY00070000,CUST005071,2024-01-23,15.49,Credit Card,Success,,SUB0005049
PAY00070001,CUST005071,2024-02-22,15.49,Net Banking,Failed,Insufficient funds,SUB0005049
PAY00070002,CUST005071,2024-03-23,15.49,Debit Card,Success,,SUB0005049
PAY00070003,CUST005071,2024-04-22,15.49,Credit Card,Success,,SUB0005049
PAY00070004,CUST005071,2024-05-22,15.49,UPI,Success,,SUB0005050
PAY00070005,CUST005071,2024-06-21,15.49,Debit Card,Success,,SUB0005050
PAY00070006,CUST005071,2024-07-21,15.49,Credit Card,Success,,SUB0005050
PAY00070007,CUST005071,2024-08-20,15.49,Credit Card,Success,,SUB0005050
PAY00070008,CUST005071,2024-09-19,15.49,Net Banking,Success,,SUB0005050
PAY00070009,CUST005071,2024-10-19,15.49,Debit Card,Success,,SUB0005050
PAY00070010,CUST005071,2024-11-18,15.49,Net Banking,Failed,Bank declined,SUB0005050
PAY00070011,CUST005071,2024-12-18,15.49,Debit Card,Success,,SUB0005050
PAY00070012,CUST005071,2025-01-17,15.49,Credit Card,Success,,SUB0005050
PAY00070013,CUST005071,2025-02-16,15.49,Debit Card,Success,,SUB0005050
PAY00070014,CUST005071,2025-03-18,15.49,PayPal,Success,,SUB0005050
PAY00070015,CUST005072,2025-09-25,22.99,Debit Card,Success,,SUB0005050
PAY00070016,CUST005072,2025-10-25,22.99,Gift Card,Success,,SUB0005050
PAY00070017,CUST005072,2025-11-24,22.99,Debit Card,Success,,SUB0005050
PAY00070018,CUST005072,2025-12-24,22.99,Debit Card,Success,,SUB0005050
PAY00070019,CUST005072,2026-01-23,22.99,Net Banking,Success,,SUB0005051
PAY00070020,CUST005072,2026-02-22,22.99,PayPal,Success,,SUB0005051
PAY00070021,CUST005072,2026-03-24,22.99,Gift Card,Failed,International transaction blocked,SUB0005051
PAY00070022,CUST005072,2026-04-23,22.99,Debit Card,Success,,SUB0005051
PAY00070023,CUST005072,2026-05-23,22.99,Credit Card,Success,,SUB0005051
PAY00070024,CUST005073,2026-01-16,15.49,Net Banking,Success,,SUB0005051
PAY00070025,CUST005073,2026-02-15,15.49,Credit Card,Success,,SUB0005051
PAY00070026,CUST005073,2026-03-17,15.49,Net Banking,Success,,SUB0005051
PAY00070027,CUST005073,2026-04-16,15.49,Gift Card,Success,,SUB0005051
PAY00070028,CUST005073,2026-05-16,15.49,UPI,Success,,SUB0005051
PAY00070029,CUST005074,2019-02-22,6.99,Credit Card,Success,,SUB0005051
PAY00070030,CUST005074,2019-03-24,6.99,Net Banking,Success,,SUB0005052
PAY00070031,CUST005074,2019-04-23,6.99,UPI,Success,,SUB0005052
PAY00070032,CUST005074,2019-05-23,6.99,Credit Card,Success,,SUB0005052
PAY00070033,CUST005074,2019-06-22,6.99,Debit Card,Success,,SUB0005052
PAY00070034,CUST005074,2019-07-22,6.99,Mobile Wallet,Failed,International transaction blocked,SUB0005052
PAY00070035,CUST005074,2019-08-21,6.99,UPI,Success,,SUB0005052
PAY00070036,CUST005074,2019-09-20,6.99,PayPal,Success,,SUB0005052
PAY00070037,CUST005074,2019-10-20,6.99,UPI,Success,,SUB0005052
PAY00070038,CUST005074,2019-11-19,6.99,PayPal,Failed,Incorrect card details,SUB0005052
PAY00070039,CUST005074,2019-12-19,6.99,Debit Card,Success,,SUB0005052
PAY00070040,CUST005074,2020-01-18,6.99,Net Banking,Success,,SUB0005052
PAY00070041,CUST005074,2020-02-17,6.99,UPI,Success,,SUB0005052
PAY00070042,CUST005074,2020-03-18,6.99,Debit Card,Success,,SUB0005052
PAY00070043,CUST005074,2020-04-17,6.99,Credit Card,Success,,SUB0005052
PAY00070044,CUST005075,2022-08-11,15.49,Net Banking,Success,,SUB0005052
PAY00070045,CUST005075,2022-09-10,15.49,Credit Card,Success,,SUB0005053
PAY00070046,CUST005075,2022-10-10,15.49,Debit Card,Success,,SUB0005053
PAY00070047,CUST005075,2022-11-09,15.49,UPI,Success,,SUB0005053
PAY00070048,CUST005075,2022-12-09,15.49,Mobile Wallet,Success,,SUB0005053
PAY00070049,CUST005075,2023-01-08,15.49,Credit Card,Success,,SUB0005053
PAY00070050,CUST005075,2023-02-07,15.49,Debit Card,Success,,SUB0005053
PAY00070051,CUST005075,2023-03-09,15.49,UPI,Success,,SUB0005053
PAY00070052,CUST005075,2023-04-08,15.49,UPI,Success,,SUB0005053
PAY00070053,CUST005075,2023-05-08,15.49,Debit Card,Success,,SUB0005053
PAY00070054,CUST005075,2023-06-07,15.49,PayPal,Success,,SUB0005053
PAY00070055,CUST005075,2023-07-07,15.49,UPI,Success,,SUB0005053
PAY00070056,CUST005075,2023-08-06,15.49,PayPal,Success,,SUB0005053
PAY00070057,CUST005075,2023-09-05,15.49,Credit Card,Success,,SUB0005053
PAY00070058,CUST005075,2023-10-05,15.49,Credit Card,Success,,SUB0005053
PAY00070059,CUST005076,2022-09-11,6.99,Credit Card,Success,,SUB0005053
PAY00070060,CUST005076,2022-10-11,6.99,Gift Card,Success,,SUB0005054
PAY00070061,CUST005076,2022-11-10,6.99,Debit Card,Success,,SUB0005054
PAY00070062,CUST005076,2022-12-10,6.99,PayPal,Success,,SUB0005054
PAY00070063,CUST005076,2023-01-09,13.98,PayPal,Success,,SUB0005054
PAY00070064,CUST005076,2023-02-08,6.99,Debit Card,Success,,SUB0005054
PAY00070065,CUST005076,2023-03-10,6.99,Debit Card,Success,,SUB0005054
PAY00070066,CUST005076,2023-04-09,6.99,PayPal,Success,,SUB0005054
PAY00070067,CUST005076,2023-05-09,6.99,UPI,Success,,SUB0005054
PAY00070068,CUST005076,2023-06-08,6.99,Credit Card,Success,,SUB0005054
PAY00070069,CUST005076,2023-07-08,6.99,Net Banking,Success,,SUB0005054
PAY00070070,CUST005076,2023-08-07,6.99,PayPal,Success,,SUB0005054
PAY00070071,CUST005076,2023-09-06,6.99,UPI,Success,,SUB0005054
PAY00070072,CUST005076,2023-10-06,6.99,UPI,Success,,SUB0005054
PAY00070073,CUST005076,2023-11-05,6.99,PayPal,Success,,SUB0005054
PAY00070074,CUST005077,2025-02-24,6.99,UPI,Success,,SUB0005054
PAY00070075,CUST005077,2025-03-26,6.99,Credit Card,Success,,SUB0005055
PAY00070076,CUST005077,2025-04-25,6.99,UPI,Success,,SUB0005055
PAY00070077,CUST005077,2025-05-25,6.99,UPI,Success,,SUB0005055
PAY00070078,CUST005077,2025-06-24,6.99,UPI,Success,,SUB0005055
PAY00070079,CUST005077,2025-07-24,6.99,Mobile Wallet,Success,,SUB0005055
PAY00070080,CUST005077,2025-08-23,6.99,UPI,Success,,SUB0005055
PAY00070081,CUST005077,2025-09-22,6.99,Debit Card,Success,,SUB0005055
PAY00070082,CUST005077,2025-10-22,6.99,Debit Card,Success,,SUB0005055
